,Longitude,Latitude,Date,Survey_Type
106414,77_2.12 W,38_55.9 N,17-Oct-17,
175804,77_0.39 W,38_54.83 N,17-Oct-17,
45390,77_0.98 W,38_56.83 N,17-Oct-17,
85960,77_2.8 W,38_56.21 N,17-Oct-17,
119406,77_0.31 W,38_55.7 N,17-Oct-17,
195225,77_0.51 W,38_54.54 N,17-Oct-17,
135934,77_0.89 W,38_55.44 N,17-Oct-17,
210746,77_1.64 W,38_54.3 N,17-Oct-17,
31842,77_3.56 W,38_57.04 N,17-Oct-17,
20914,77_3.81 W,38_57.2 N,17-Oct-17,
88961,77_1.33 W,38_56.16 N,17-Oct-17,
142607,77_0.54 W,38_55.34 N,17-Oct-17,
25559,77_0.26 W,38_57.14 N,17-Oct-17,
124759,77_3.44 W,38_55.61 N,17-Oct-17,
132575,77_1.27 W,38_55.5 N,17-Oct-17,
52316,77_2.7 W,38_56.73 N,17-Oct-17,
186783,77_4.1 W,38_54.66 N,17-Oct-17,
42949,77_1.65 W,38_56.87 N,17-Oct-17,
46608,77_2.89 W,38_56.81 N,17-Oct-17,
14141,77_0.66 W,38_57.31 N,17-Oct-17,
89009,77_0.88 W,38_56.16 N,17-Oct-17,
104854,77_3.42 W,38_55.92 N,17-Oct-17,
144893,77_1.33 W,38_55.31 N,17-Oct-17,
75428,77_3.77 W,38_56.37 N,17-Oct-17,
161351,77_2.56 W,38_55.05 N,17-Oct-17,
173305,77_1.59 W,38_54.87 N,17-Oct-17,
178482,77_1.94 W,38_54.79 N,17-Oct-17,
88982,77_1.13 W,38_56.16 N,17-Oct-17,
21500,77_2.76 W,38_57.2 N,17-Oct-17,
173947,77_0.02 W,38_54.86 N,17-Oct-17,
177784,77_4.03 W,38_54.8 N,17-Oct-17,
47888,77_4.22 W,38_56.79 N,17-Oct-17,
177002,77_2.48 W,38_54.81 N,17-Oct-17,
151586,77_0.8 W,38_55.2 N,17-Oct-17,
97844,77_2.48 W,38_56.03 N,17-Oct-17,
60294,77_3.45 W,38_56.6 N,17-Oct-17,
173525,77_3.97 W,38_54.86 N,17-Oct-17,
189563,77_0.26 W,38_54.62 N,17-Oct-17,
15397,77_2.21 W,38_57.29 N,17-Oct-17,
79982,77_1.08 W,38_56.3 N,17-Oct-17,
34440,77_1.43 W,38_57 N,17-Oct-17,
215757,77_3.54 W,38_54.22 N,17-Oct-17,
66654,77_1.6 W,38_56.51 N,17-Oct-17,
165372,77_0.42 W,38_54.99 N,17-Oct-17,
95831,77_3.57 W,38_56.06 N,17-Oct-17,
50440,77_2.52 W,38_56.75 N,17-Oct-17,
102406,77_4.14 W,38_55.95 N,17-Oct-17,
39063,77_2.53 W,38_56.93 N,17-Oct-17,
81956,77_0.35 W,38_56.27 N,17-Oct-17,
43241,77_3.81 W,38_57.46 N,17-Oct-17,
151947,77_1.85 W,38_55.2 N,17-Oct-17,
86494,77_2.24 W,38_56.2 N,17-Oct-17,
65001,77_3.76 W,38_56.53 N,17-Oct-17,
43324,77_2.57 W,38_56.86 N,17-Oct-17,
184347,77_0.28 W,38_54.7 N,17-Oct-17,
108313,77_2.1 W,38_55.87 N,17-Oct-17,
44169,77_3.54 W,38_56.85 N,17-Oct-17,
69628,77_0.39 W,38_56.46 N,17-Oct-17,
93282,77_0.82 W,38_56.1 N,17-Oct-17,
92945,77_3.97 W,38_56.1 N,17-Oct-17,
193355,77_0.26 W,38_54.56 N,17-Oct-17,
97191,77_4.15 W,38_56.03 N,17-Oct-17,
175378,76_59.94 W,38_54.84 N,17-Oct-17,
53000,77_0.74 W,38_56.72 N,17-Oct-17,
130558,77_2.41 W,38_55.52 N,17-Oct-17,
134822,77_2.42 W,38_55.46 N,17-Oct-17,
12593,77_1.83 W,38_57.34 N,17-Oct-17,
121723,77_0.81 W,38_55.66 N,17-Oct-17,
17867,77_1.27 W,38_57.26 N,17-Oct-17,
157717,77_1.09 W,38_55.11 N,17-Oct-17,
169937,77_2.06 W,38_54.92 N,17-Oct-17,
54857,77_1.11 W,38_56.69 N,17-Oct-17,
112424,77_3.55 W,38_55.8 N,17-Oct-17,
116819,77_2.34 W,38_55.74 N,17-Oct-17,
170564,77_0.63 W,38_54.91 N,17-Oct-17,
163018,77_0.27 W,38_55.03 N,17-Oct-17,
51272,77_3.6 W,38_56.74 N,17-Oct-17,
160195,77_0.08 W,38_55.07 N,17-Oct-17,
133906,77_2.12 W,38_55.47 N,17-Oct-17,
142529,77_1.27 W,38_55.34 N,17-Oct-17,
79211,77_1.2 W,38_57.41 N,17-Oct-17,
152963,77_1.22 W,38_55.18 N,17-Oct-17,
67532,77_2.26 W,38_56.49 N,17-Oct-17,
52371,77_4.14 W,38_57.44 N,17-Oct-17,
46807,77_1.03 W,38_56.81 N,17-Oct-17,
126759,77_2.47 W,38_55.58 N,17-Oct-17,
39202,77_3.15 W,38_57.47 N,17-Oct-17,
84483,77_3.31 W,38_56.23 N,17-Oct-17,
102940,77_3.58 W,38_55.95 N,17-Oct-17,
188266,77_3.53 W,38_54.64 N,17-Oct-17,
10366,77_2.11 W,38_54.57 N,19-Oct-17,transect
5617,77_2.83 W,38_55.86 N,20-Oct-17,transect
175123,77_2.32 W,38_54.84 N,23-Oct-17,random
77028,77_2.11 W,38_56.35 N,23-Oct-17,random
122512,77_2.29 W,38_55.65 N,23-Oct-17,random
27850,77_1 W,38_57.1 N,23-Oct-17,random
39772,77_0.33 W,38_56.92 N,23-Oct-17,random
76040,77_2.48 W,38_56.36 N,23-Oct-17,random
85089,77_2.08 W,38_56.22 N,23-Oct-17,random
131045,77_2.28 W,38_55.52 N,23-Oct-17,random
187467,77_2.13 W,38_54.65 N,23-Oct-17,random
42950,77_1.64 W,38_56.87 N,23-Oct-17,random
88430,77_1.86 W,38_56.17 N,23-Oct-17,random
140125,77_1.59 W,38_55.38 N,23-Oct-17,random
48430,77_3.58 W,38_56.78 N,23-Oct-17,random
198759,77_2.92 W,38_54.48 N,23-Oct-17,random
203628,77_1.71 W,38_54.4 N,23-Oct-17,random
58748,77_0.18 W,38_56.63 N,23-Oct-17,random
112307,77_0.21 W,38_55.81 N,23-Oct-17,random
184033,77_3.22 W,38_54.7 N,23-Oct-17,random
159724,77_0.05 W,38_55.08 N,23-Oct-17,random
48858,77_4.01 W,38_56.78 N,23-Oct-17,random
25054,77_0.55 W,38_57.15 N,23-Oct-17,random
14913,77_2.3 W,38_57.3 N,23-Oct-17,random
27530,77_3.99 W,38_57.1 N,23-Oct-17,random
105355,77_3.16 W,38_55.91 N,23-Oct-17,random
91344,77_1.21 W,38_56.13 N,23-Oct-17,random
93881,77_0.78 W,38_57.39 N,23-Oct-17,random
74900,77_4.28 W,38_56.38 N,23-Oct-17,random
18446,77_0.29 W,38_57.25 N,23-Oct-17,random
39191,77_1.33 W,38_56.93 N,23-Oct-17,random
199169,77_3.52 W,38_54.47 N,23-Oct-17,random
211726,77_1.34 W,38_54.28 N,23-Oct-17,random
116595,77_0 W,38_55.74 N,23-Oct-17,random
112026,77_2.84 W,38_55.81 N,23-Oct-17,random
130919,77_3.46 W,38_55.52 N,23-Oct-17,random
18854,77_0.91 W,38_57.24 N,23-Oct-17,random
96917,77_2.28 W,38_56.04 N,23-Oct-17,random
87947,77_1.95 W,38_56.18 N,23-Oct-17,random
192470,77_4.11 W,38_54.57 N,23-Oct-17,random
33091,77_0.75 W,38_57.02 N,23-Oct-17,random
44626,77_3.7 W,38_56.84 N,23-Oct-17,random
104819,77_3.74 W,38_55.92 N,23-Oct-17,random
62293,77_2.49 W,38_56.57 N,23-Oct-17,random
6862,77_2.24 W,38_57.42 N,23-Oct-17,random
160936,77_2.01 W,38_55.06 N,23-Oct-17,random
13950,77_2.44 W,38_57.31 N,23-Oct-17,random
55842,77_0.76 W,38_56.67 N,23-Oct-17,random
151618,77_0.5 W,38_55.2 N,23-Oct-17,random
121984,77_2.8 W,38_55.66 N,23-Oct-17,random
90785,77_2 W,38_56.14 N,23-Oct-17,random
187354,77_3.19 W,38_54.65 N,23-Oct-17,random
181414,77_1.11 W,38_54.75 N,23-Oct-17,random
200555,77_3.85 W,38_54.45 N,23-Oct-17,random
132723,77_4.32 W,38_55.49 N,23-Oct-17,random
165277,77_1.31 W,38_54.99 N,23-Oct-17,random
125362,77_2.24 W,38_55.6 N,23-Oct-17,random
44174,77_3.49 W,38_56.85 N,23-Oct-17,random
4293,77_4.1 W,38_57.46 N,23-Oct-17,random
29256,77_1.15 W,38_57.08 N,23-Oct-17,random
73697,77_2.23 W,38_56.4 N,23-Oct-17,random
165332,77_0.8 W,38_54.99 N,23-Oct-17,random
80530,77_0.39 W,38_56.3 N,23-Oct-17,random
193596,77_2.44 W,38_54.56 N,23-Oct-17,random
26527,77_0.08 W,38_57.12 N,23-Oct-17,random
124183,76_59.96 W,38_55.63 N,23-Oct-17,random
207229,77_3.5 W,38_54.35 N,23-Oct-17,random
18651,77_2.81 W,38_57.24 N,23-Oct-17,random
64136,77_2.99 W,38_56.54 N,23-Oct-17,random
150523,77_1.87 W,38_55.22 N,23-Oct-17,random
154793,77_1.83 W,38_55.15 N,23-Oct-17,random
67615,77_1.48 W,38_56.49 N,23-Oct-17,random
129644,77_2.09 W,38_55.54 N,23-Oct-17,random
168214,77_0.44 W,38_54.95 N,23-Oct-17,random
205416,77_2.72 W,38_54.38 N,23-Oct-17,random
62120,77_4.11 W,38_56.57 N,23-Oct-17,random
179710,77_3.75 W,38_54.77 N,23-Oct-17,random
87458,77_2.09 W,38_56.19 N,23-Oct-17,random
55445,77_0.04 W,38_56.68 N,23-Oct-17,random
207823,77_2.38 W,38_54.34 N,23-Oct-17,random
132579,77_1.24 W,38_55.5 N,23-Oct-17,random
174926,77_4.16 W,38_54.84 N,23-Oct-17,random
187543,77_1.42 W,38_54.65 N,23-Oct-17,random
79384,77_2.24 W,38_56.31 N,23-Oct-17,random
115151,77_0.21 W,38_55.76 N,23-Oct-17,random
180082,77_0.27 W,38_54.77 N,23-Oct-17,random
159025,77_2.15 W,38_55.09 N,23-Oct-17,random
89159,77_3.91 W,38_56.16 N,23-Oct-17,random
104234,77_0.35 W,38_55.93 N,23-Oct-17,random
2110,77_0.99 W,38_56.82 N,30-Oct-17,transect
7637,77_0.76 W,38_55.33 N,03-Nov-17,Transect5
6443,77_1.11 W,38_55.65 N,06-Nov-17,TRANSECT
2058,77_0.71 W,38_56.83 N,09-Nov-17,transect
98,77_1.35 W,38_57.42 N,10-Nov-17,transect
156353,77_0.54 W,38_55.13 N,19-Nov-17,
179149,77_0.13 W,38_54.78 N,19-Nov-17,
87021,77_1.74 W,38_56.19 N,19-Nov-17,
134970,77_1.04 W,38_55.46 N,19-Nov-17,
199534,77_0.11 W,38_54.47 N,19-Nov-17,
62806,77_2.12 W,38_56.57 N,19-Nov-17,
34279,77_2.94 W,38_57 N,19-Nov-17,
164404,77_0.61 W,38_55.01 N,19-Nov-17,
105791,77_3.52 W,38_55.9 N,19-Nov-17,
143729,77_3.35 W,38_55.32 N,19-Nov-17,
160754,77_3.71 W,38_55.06 N,19-Nov-17,
208840,77_1.73 W,38_54.32 N,19-Nov-17,
178067,77_1.39 W,38_54.8 N,19-Nov-17,
39296,77_0.35 W,38_56.93 N,19-Nov-17,
126617,77_3.8 W,38_55.58 N,19-Nov-17,
8833,77_0.53 W,38_57.52 N,19-Nov-17,
104841,77_3.54 W,38_55.92 N,19-Nov-17,
156008,77_3.77 W,38_55.13 N,19-Nov-17,
147578,77_2.82 W,38_55.26 N,19-Nov-17,
189489,77_0.96 W,38_54.62 N,19-Nov-17,
88104,77_0.48 W,38_56.18 N,19-Nov-17,
5274,77_3.79 W,38_57.44 N,19-Nov-17,
123871,77_2.88 W,38_55.63 N,19-Nov-17,
14649,77_0.34 W,38_57.31 N,19-Nov-17,
156691,77_1.82 W,38_55.12 N,19-Nov-17,
195475,77_2.6 W,38_54.53 N,19-Nov-17,
118997,77_4.14 W,38_55.7 N,19-Nov-17,
75020,77_3.15 W,38_56.38 N,19-Nov-17,
99896,77_1.02 W,38_56 N,19-Nov-17,
92365,77_0.53 W,38_56.11 N,19-Nov-17,
125724,77_3.28 W,38_55.6 N,19-Nov-17,
190192,77_3.25 W,38_54.61 N,19-Nov-17,
93122,77_2.31 W,38_56.1 N,19-Nov-17,
38032,77_3.3 W,38_56.94 N,19-Nov-17,
18127,77_3.27 W,38_57.25 N,19-Nov-17,
120928,77_3.81 W,38_55.67 N,19-Nov-17,
97986,77_1.15 W,38_56.03 N,19-Nov-17,
196208,77_0.18 W,38_54.52 N,19-Nov-17,
47884,77_4.26 W,38_56.79 N,19-Nov-17,
30211,77_1.09 W,38_57.07 N,19-Nov-17,
90239,77_2.68 W,38_56.14 N,19-Nov-17,
37739,77_1.61 W,38_56.95 N,19-Nov-17,
5753,77_3.74 W,38_57.44 N,19-Nov-17,
10102,77_3.77 W,38_57.51 N,19-Nov-17,
44457,77_0.84 W,38_56.85 N,19-Nov-17,
77841,77_2.48 W,38_57.41 N,19-Nov-17,
130019,77_3.01 W,38_55.53 N,19-Nov-17,
109783,77_1.65 W,38_55.84 N,19-Nov-17,
55810,77_1.06 W,38_56.67 N,19-Nov-17,
50731,77_4.23 W,38_56.75 N,19-Nov-17,
174017,77_3.8 W,38_54.86 N,19-Nov-17,
34341,77_2.36 W,38_57 N,19-Nov-17,
217105,77_4.23 W,38_54.19 N,19-Nov-17,
170741,77_3.41 W,38_54.91 N,19-Nov-17,
165735,77_1.46 W,38_54.99 N,19-Nov-17,
50315,77_3.69 W,38_56.75 N,19-Nov-17,
187713,77_4.27 W,38_54.64 N,19-Nov-17,
57393,77_3.99 W,38_56.65 N,19-Nov-17,
177906,77_2.89 W,38_54.8 N,19-Nov-17,
214550,77_1.53 W,38_54.24 N,19-Nov-17,
97617,77_0.17 W,38_56.03 N,19-Nov-17,
186892,77_3.08 W,38_54.66 N,19-Nov-17,
146663,77_2.51 W,38_55.28 N,19-Nov-17,
133690,77_4.14 W,38_55.47 N,19-Nov-17,
206187,76_59.95 W,38_54.37 N,19-Nov-17,
201032,77_3.83 W,38_54.44 N,19-Nov-17,
190889,77_1.16 W,38_54.6 N,19-Nov-17,
151258,77_3.86 W,38_55.2 N,19-Nov-17,
63536,77_4.16 W,38_56.55 N,19-Nov-17,
60610,77_0.5 W,38_56.6 N,19-Nov-17,
87969,77_1.74 W,38_56.18 N,19-Nov-17,
76512,77_2.5 W,38_56.35 N,19-Nov-17,
201731,77_1.72 W,38_54.43 N,19-Nov-17,
58338,77_4.01 W,38_56.63 N,19-Nov-17,
82943,76_59.98 W,38_56.26 N,19-Nov-17,
83542,77_3.25 W,38_56.25 N,19-Nov-17,
25862,77_1.86 W,38_57.13 N,19-Nov-17,
106047,77_1.12 W,38_55.9 N,19-Nov-17,
133968,77_1.55 W,38_55.47 N,19-Nov-17,
159770,77_4.05 W,38_55.07 N,19-Nov-17,
208898,77_1.19 W,38_54.32 N,19-Nov-17,
171668,77_3.6 W,38_54.89 N,19-Nov-17,
156081,77_3.09 W,38_55.13 N,19-Nov-17,
196559,77_1.33 W,38_54.51 N,19-Nov-17,
52912,77_1.56 W,38_56.72 N,19-Nov-17,
184565,77_2.68 W,38_54.7 N,19-Nov-17,
38829,77_0.28 W,38_56.94 N,19-Nov-17,
18617,77_3.13 W,38_57.24 N,19-Nov-17,
86132,77_1.19 W,38_56.21 N,19-Nov-17,
87646,77_0.33 W,38_56.19 N,19-Nov-17,
138410,77_4.33 W,38_55.4 N,19-Nov-17,
140313,77_4.27 W,38_55.37 N,19-Nov-17,
204934,77_2.8 W,38_54.38 N,19-Nov-17,
208528,77_0.22 W,38_54.33 N,19-Nov-17,
166780,77_0.55 W,38_54.97 N,19-Nov-17,
1679,77_1.29 W,38_56.92 N,21-Nov-17,transect
212928,77_3.4 W,38_54.26 N,22-Nov-17,
173661,77_2.7 W,38_54.86 N,22-Nov-17,
82188,77_2.61 W,38_56.27 N,22-Nov-17,
40883,77_3.24 W,38_56.9 N,22-Nov-17,
186969,77_2.36 W,38_54.66 N,22-Nov-17,
158480,77_2.82 W,38_55.1 N,22-Nov-17,
82771,77_1.59 W,38_56.26 N,22-Nov-17,
187803,77_3.42 W,38_54.64 N,22-Nov-17,
75381,77_4.21 W,38_56.37 N,22-Nov-17,
58914,77_3.06 W,38_56.62 N,22-Nov-17,
49023,77_2.47 W,38_56.78 N,22-Nov-17,
184591,77_2.43 W,38_54.7 N,22-Nov-17,
180106,77_0.05 W,38_54.77 N,22-Nov-17,
214372,77_3.19 W,38_54.24 N,22-Nov-17,
142265,77_3.74 W,38_55.34 N,22-Nov-17,
140703,77_0.62 W,38_55.37 N,22-Nov-17,
41715,77_4.32 W,38_56.88 N,22-Nov-17,
104157,77_1.07 W,38_55.93 N,22-Nov-17,
49904,77_3.1 W,38_56.76 N,22-Nov-17,
58725,77_0.39 W,38_56.63 N,22-Nov-17,
35494,77_0.44 W,38_56.99 N,22-Nov-17,
90589,77_3.84 W,38_56.14 N,22-Nov-17,
28404,77_0.25 W,38_57.1 N,22-Nov-17,
110374,77_0.55 W,38_55.84 N,22-Nov-17,
149771,77_0.04 W,38_55.23 N,22-Nov-17,
109488,76_59.97 W,38_55.85 N,22-Nov-17,
80626,77_3.92 W,38_56.29 N,22-Nov-17,
37009,77_4 W,38_56.96 N,22-Nov-17,
59688,77_0.25 W,38_56.62 N,22-Nov-17,
177684,77_0.54 W,38_54.8 N,22-Nov-17,
27734,77_2.09 W,38_57.1 N,22-Nov-17,
106583,77_0.54 W,38_55.9 N,22-Nov-17,
66995,77_2.84 W,38_56.5 N,22-Nov-17,
117741,77_2.58 W,38_55.72 N,22-Nov-17,
80584,77_4.31 W,38_56.29 N,22-Nov-17,
50546,77_1.53 W,38_56.75 N,22-Nov-17,
47078,77_2.93 W,38_56.81 N,22-Nov-17,
51208,77_4.2 W,38_56.74 N,22-Nov-17,
151049,77_1.39 W,38_55.21 N,22-Nov-17,
159711,77_0.17 W,38_55.08 N,22-Nov-17,
43634,77_4.11 W,38_56.86 N,22-Nov-17,
9232,77_2.24 W,38_57.39 N,22-Nov-17,
109222,77_2.46 W,38_55.85 N,22-Nov-17,
9774,77_1.6 W,38_57.38 N,22-Nov-17,
177413,77_3.07 W,38_54.8 N,22-Nov-17,
84863,77_4.19 W,38_56.22 N,22-Nov-17,
58891,77_3.27 W,38_56.62 N,22-Nov-17,
179847,77_2.47 W,38_54.77 N,22-Nov-17,
197710,77_3.86 W,38_54.49 N,22-Nov-17,
151141,77_0.53 W,38_55.21 N,22-Nov-17,
125760,77_2.95 W,38_55.6 N,22-Nov-17,
84093,77_2.53 W,38_56.24 N,22-Nov-17,
172481,77_0.43 W,38_54.88 N,22-Nov-17,
142416,77_2.33 W,38_55.34 N,22-Nov-17,
188477,77_1.55 W,38_54.64 N,22-Nov-17,
37855,77_0.53 W,38_56.95 N,22-Nov-17,
48981,77_2.86 W,38_56.78 N,22-Nov-17,
18473,77_0.04 W,38_57.25 N,22-Nov-17,
63368,77_1.3 W,38_56.56 N,22-Nov-17,
6315,77_0.65 W,38_55.68 N,22-Nov-17,transect
159141,77_1.07 W,38_55.09 N,22-Nov-17,
60475,77_1.76 W,38_56.6 N,22-Nov-17,
156685,77_1.87 W,38_55.12 N,22-Nov-17,
196758,77_3.9 W,38_54.51 N,22-Nov-17,
80429,77_1.33 W,38_56.3 N,22-Nov-17,
142062,77_1.21 W,38_55.35 N,22-Nov-17,
97162,76_59.99 W,38_56.04 N,22-Nov-17,
102537,77_2.92 W,38_55.95 N,22-Nov-17,
98284,77_2.8 W,38_56.02 N,22-Nov-17,
210455,76_59.93 W,38_54.3 N,22-Nov-17,
203638,77_1.62 W,38_54.4 N,22-Nov-17,
118993,77_4.17 W,38_55.7 N,22-Nov-17,
52411,77_1.82 W,38_56.73 N,22-Nov-17,
71677,77_3.39 W,38_56.43 N,22-Nov-17,
99081,77_0.35 W,38_57.38 N,22-Nov-17,
162604,77_4.14 W,38_55.03 N,22-Nov-17,
163777,77_2.04 W,38_55.02 N,22-Nov-17,
211845,77_0.23 W,38_54.28 N,22-Nov-17,
73600,77_3.13 W,38_56.4 N,22-Nov-17,
20091,77_2.64 W,38_57.22 N,22-Nov-17,
18456,77_0.2 W,38_57.25 N,22-Nov-17,
125235,77_3.42 W,38_55.6 N,22-Nov-17,
22207,77_0.58 W,38_57.19 N,22-Nov-17,
162870,77_1.66 W,38_55.03 N,22-Nov-17,
34688,77_3.55 W,38_56.99 N,22-Nov-17,
41917,77_2.43 W,38_56.88 N,22-Nov-17,
74059,77_3.27 W,38_56.39 N,22-Nov-17,
54658,77_2.97 W,38_56.69 N,22-Nov-17,
180806,77_2.37 W,38_54.75 N,22-Nov-17,
24648,76_59.92 W,38_57.15 N,22-Nov-17,
8706,77_3.39 W,38_55.01 N,23-Nov-17,transect
6654,77_2.33 W,38_55.59 N,25-Nov-17,transect
4878,77_1.41 W,38_56.01 N,02-Dec-17,transect
10789,77_4.08 W,38_54.43 N,05-Dec-17,transect
11034,77_4.06 W,38_54.38 N,06-Dec-17,transect
1553,77_1 W,38_56.95 N,07-Dec-17,transect
2980,77_1.08 W,38_56.53 N,12-Dec-17,transect
2229,77_1.62 W,38_56.78 N,15-Dec-17,transect
9944,77_2.27 W,38_54.71 N,16-Dec-17,transect
2636,77_1.13 W,38_56.65 N,22-Dec-17,transect
10647,77_4.03 W,38_54.46 N,25-Dec-17,transect
107023,77_0.86 W,38_55.89 N,26-Dec-17,
51504,77_1.43 W,38_56.74 N,26-Dec-17,
43144,77_4.26 W,38_56.86 N,26-Dec-17,
18313,77_1.54 W,38_57.25 N,26-Dec-17,
150814,77_3.58 W,38_55.21 N,26-Dec-17,
63491,77_2.6 W,38_57.43 N,26-Dec-17,
214459,77_2.38 W,38_54.24 N,26-Dec-17,
142934,77_1.92 W,38_55.34 N,26-Dec-17,
186699,77_0.45 W,38_54.67 N,26-Dec-17,
96311,77_3.52 W,38_56.05 N,26-Dec-17,
151367,77_2.84 W,38_55.2 N,26-Dec-17,
196826,77_3.27 W,38_54.51 N,26-Dec-17,
196459,77_2.27 W,38_54.51 N,26-Dec-17,
55203,77_2.3 W,38_56.68 N,26-Dec-17,
36739,77_2.1 W,38_56.96 N,26-Dec-17,
121134,77_1.88 W,38_55.67 N,26-Dec-17,
74982,77_3.51 W,38_56.38 N,26-Dec-17,
161817,77_2.64 W,38_55.04 N,26-Dec-17,
4905,77_2.81 W,38_57.45 N,26-Dec-17,
207683,77_3.69 W,38_54.34 N,26-Dec-17,
113974,77_2.35 W,38_55.78 N,26-Dec-17,
13294,77_4.14 W,38_57.32 N,26-Dec-17,
63431,77_2.66 W,38_57.43 N,26-Dec-17,
152891,77_1.89 W,38_55.18 N,26-Dec-17,
97981,77_1.2 W,38_56.03 N,26-Dec-17,
154082,77_4.05 W,38_55.16 N,26-Dec-17,
55771,77_1.42 W,38_56.67 N,26-Dec-17,
186006,77_2.5 W,38_54.67 N,26-Dec-17,
159932,77_2.54 W,38_55.07 N,26-Dec-17,
166325,77_0.38 W,38_54.98 N,26-Dec-17,
13884,77_3.06 W,38_57.31 N,26-Dec-17,
79112,77_0.35 W,38_56.32 N,26-Dec-17,
134782,77_2.8 W,38_55.46 N,26-Dec-17,
69114,77_0.76 W,38_56.47 N,26-Dec-17,
28928,77_4.22 W,38_57.08 N,26-Dec-17,
118548,77_3.9 W,38_55.71 N,26-Dec-17,
78871,77_1.52 W,38_57.41 N,26-Dec-17,
18480,76_59.97 W,38_57.25 N,26-Dec-17,
129975,77_3.42 W,38_55.53 N,26-Dec-17,
203854,77_4.03 W,38_54.4 N,26-Dec-17,
12044,77_2.54 W,38_57.34 N,26-Dec-17,
111152,77_2.14 W,38_55.82 N,26-Dec-17,
140767,77_0.02 W,38_55.37 N,26-Dec-17,
134784,77_2.78 W,38_55.46 N,26-Dec-17,
109251,77_2.19 W,38_55.85 N,26-Dec-17,
102925,77_3.72 W,38_55.95 N,26-Dec-17,
48648,77_1.55 W,38_56.78 N,26-Dec-17,
9533,77_3.85 W,38_57.38 N,26-Dec-17,
151458,77_1.99 W,38_55.2 N,26-Dec-17,
30754,77_0.44 W,38_57.06 N,26-Dec-17,
204689,77_0.66 W,38_54.39 N,26-Dec-17,
206948,77_1.69 W,38_54.35 N,26-Dec-17,
204887,77_3.24 W,38_54.38 N,26-Dec-17,
50909,77_2.56 W,38_56.75 N,26-Dec-17,
115451,77_2.77 W,38_57.35 N,26-Dec-17,
85399,77_3.61 W,38_56.22 N,26-Dec-17,
15545,77_0.83 W,38_57.29 N,26-Dec-17,
207368,77_2.2 W,38_54.35 N,26-Dec-17,
91359,77_1.07 W,38_56.13 N,26-Dec-17,
9664,77_2.63 W,38_57.38 N,26-Dec-17,
92479,77_3.89 W,38_56.11 N,26-Dec-17,
70093,77_0.47 W,38_56.46 N,26-Dec-17,
30546,77_2.39 W,38_57.06 N,26-Dec-17,
143891,77_1.83 W,38_55.32 N,26-Dec-17,
13121,77_0.95 W,38_57.51 N,26-Dec-17,
172674,77_3.06 W,38_54.88 N,26-Dec-17,
87173,77_0.32 W,38_56.19 N,26-Dec-17,
77057,77_1.83 W,38_56.35 N,26-Dec-17,
193636,77_2.07 W,38_54.56 N,26-Dec-17,
207252,77_3.28 W,38_54.35 N,26-Dec-17,
146791,77_1.31 W,38_55.28 N,26-Dec-17,
142019,77_1.61 W,38_55.35 N,26-Dec-17,
22873,77_3.22 W,38_57.18 N,26-Dec-17,
210156,77_2.72 W,38_54.3 N,26-Dec-17,
8190,77_3.12 W,38_57.4 N,26-Dec-17,
31922,77_2.82 W,38_57.04 N,26-Dec-17,
127308,77_1.77 W,38_55.58 N,26-Dec-17,
90461,77_0.6 W,38_56.14 N,26-Dec-17,
70274,77_3.21 W,38_56.45 N,26-Dec-17,
177309,77_4.04 W,38_54.8 N,26-Dec-17,
30391,77_3.84 W,38_57.06 N,26-Dec-17,
204721,77_0.36 W,38_54.39 N,26-Dec-17,
46281,77_1.52 W,38_56.82 N,26-Dec-17,
107320,77_2.52 W,38_55.88 N,26-Dec-17,
11302,77_1.23 W,38_54.32 N,27-Dec-17,transect
4565,77_0.76 W,38_56.11 N,03-Jan-18,transect
6886,77_2.42 W,38_55.52 N,16-Jan-18,transect
8878,77_3.26 W,38_54.96 N,18-Jan-18,transect
3804,77_1.22 W,38_56.29 N,18-Jan-18,transect
11264,77_0.37 W,38_54.32 N,26-Jan-18,transect
3807,77_1.16 W,38_56.29 N,28-Jan-18,second_transect
8170,77_3.22 W,38_55.17 N,29-Jan-18,transect
10571,77_1.52 W,38_54.49 N,30-Jan-18,transect
182820,77_1.26 W,38_54.72 N,03-Feb-18,opportunistic
141028,77_2.01 W,38_55.36 N,03-Feb-18,opportunistic
133557,77_0.96 W,38_55.48 N,03-Feb-18,opportunistic
6284,77_0.61 W,38_55.68 N,03-Feb-18,transect
106738,77_3.53 W,38_55.89 N,03-Feb-18,opportunistic
175729,77_1.09 W,38_54.83 N,03-Feb-18,opportunistic
119313,77_1.18 W,38_55.7 N,03-Feb-18,opportunistic
143565,77_0.45 W,38_55.33 N,03-Feb-18,opportunistic
212306,77_0.35 W,38_54.27 N,03-Feb-18,opportunistic
199631,77_3.63 W,38_54.46 N,03-Feb-18,opportunistic
130104,77_2.22 W,38_55.53 N,03-Feb-18,opportunistic
121249,77_0.81 W,38_55.67 N,03-Feb-18,opportunistic
10976,77_3.66 W,38_57.36 N,03-Feb-18,opportunistic
60248,77_3.88 W,38_56.6 N,03-Feb-18,opportunistic
86085,77_1.63 W,38_56.21 N,03-Feb-18,opportunistic
153005,77_0.83 W,38_55.18 N,03-Feb-18,opportunistic
53941,77_0.81 W,38_56.7 N,03-Feb-18,opportunistic
